,Room_type
1870,Not mentioned
1872,Entire home/apt
1873,Entire home/apt
1874,Entire home/apt
1875,Not mentioned
1877,Entire home/apt
1878,Not mentioned
1880,Private room
1881,Entire home/apt
1882,Not mentioned
1884,Entire home/apt
1885,Shared room
1886,Not mentioned
1888,Entire home/apt
1889,Not mentioned
1890,Not mentioned
1891,Entire home/apt
1892,Not mentioned
1894,Entire home/apt
1895,Not mentioned
1896,Not mentioned
1897,Not mentioned
1898,Not mentioned
1900,Entire home/apt
1901,Entire home/apt
1902,Not mentioned
1903,Not mentioned
1904,Private room
1905,Entire home/apt
1906,Not mentioned
1908,Entire home/apt
1909,Not mentioned
1910,Not mentioned
1912,Private room
1913,Not mentioned
1914,Not mentioned
1915,Not mentioned
1917,Entire home/apt
1918,Entire home/apt
1919,Not mentioned
1920,Not mentioned
1921,Not mentioned
1922,Not mentioned
1923,Not mentioned
1924,Not mentioned
1925,Private room
1926,Private room
1927,Not mentioned
1928,Not mentioned
1929,Not mentioned
1931,Entire home/apt
1932,Not mentioned
1933,Not mentioned
1935,Private room
1936,Not mentioned
1938,Entire home/apt
1939,Not mentioned
1940,Not mentioned
1941,Not mentioned
1942,Not mentioned
1944,Entire home/apt
1945,Not mentioned
1946,Not mentioned
1947,Not mentioned
1948,Not mentioned
1950,Entire home/apt
1951,Not mentioned
1952,Not mentioned
1953,Not mentioned
1954,Not mentioned
1955,Entire home/apt
1956,Not mentioned
1958,Entire home/apt
1959,Private room
1960,Private room
1962,Entire home/apt
1963,Entire home/apt
1965,Entire home/apt
1966,Not mentioned
1968,Private room
1969,Not mentioned
1970,Not mentioned
1972,Entire home/apt
1973,Not mentioned
1974,Not mentioned
1975,Entire home/apt
1976,Not mentioned
1978,Entire home/apt
1979,Entire home/apt
1980,Entire home/apt
1981,Entire home/apt
1982,Entire home/apt
1983,Entire home/apt
1984,Not mentioned
1986,Entire home/apt
1987,Not mentioned
1988,Not mentioned
1990,Entire home/apt
1991,Not mentioned
1992,Entire home/apt
1993,Entire home/apt
1995,Entire home/apt
1996,Not mentioned
1997,Not mentioned
1999,Entire home/apt
2000,Not mentioned
2001,Not mentioned
2002,Not mentioned
2004,Entire home/apt
2005,Entire home/apt
2006,Not mentioned
2008,Shared room
2009,Not mentioned
2010,Not mentioned
2011,Not mentioned
2012,Not mentioned
2013,Not mentioned
2015,Entire home/apt
2016,Entire home/apt
2017,Entire home/apt
2018,Not mentioned
2019,Entire home/apt
2020,Entire home/apt
2021,Not mentioned
2022,Not mentioned
2023,Not mentioned
2024,Entire home/apt
2025,Entire home/apt
2026,Not mentioned
2028,Entire home/apt
2029,Private room
2030,Entire home/apt
2031,Not mentioned
2032,Not mentioned
2033,Not mentioned
2034,Not mentioned
2035,Not mentioned
2036,Not mentioned
2037,Not mentioned
2038,Not mentioned
2040,Entire home/apt
2042,Private room
2044,Entire home/apt
2045,Entire home/apt
2046,Not mentioned
2047,Not mentioned
2048,Not mentioned
2049,Not mentioned
2050,Not mentioned
2051,Entire home/apt
2052,Not mentioned
2053,Not mentioned
2054,Not mentioned
2055,Not mentioned
2056,Not mentioned
2057,Private room
2058,Not mentioned
2060,Entire home/apt
2061,Not mentioned
2062,Entire home/apt
2063,Entire home/apt
2065,Entire home/apt
2066,Entire home/apt
2067,Private room
2068,Private room
2069,Not mentioned
2071,Entire home/apt
2072,Not mentioned
2073,Private room
2074,Not mentioned
2075,Not mentioned
2076,Not mentioned
2078,Private room
2079,Entire home/apt
2080,Private room
2081,Entire home/apt
2082,Entire home/apt
2083,Private room
2084,Entire home/apt
2085,Not mentioned
2087,Entire home/apt
2088,Not mentioned
2090,Entire home/apt
2091,Not mentioned
2092,Not mentioned
2093,Not mentioned
2094,Not mentioned
2096,Private room
2098,Entire home/apt
2099,Not mentioned
2100,Not mentioned
2101,Not mentioned
2103,Entire home/apt
2104,Not mentioned
2105,Not mentioned
2106,Not mentioned
2107,Not mentioned
2108,Not mentioned
2109,Not mentioned
2110,Entire home/apt
2111,Entire home/apt
2112,Entire home/apt
2113,Not mentioned
2115,Entire home/apt
2117,Entire home/apt
2118,Private room
2119,Entire home/apt
2121,Entire home/apt
2122,Not mentioned
2123,Not mentioned
2124,Not mentioned
2126,Entire home/apt
2127,Private room
2129,Entire home/apt
2130,Entire home/apt
2131,Private room
2132,Not mentioned
2133,Not mentioned
2134,Not mentioned
2135,Not mentioned
2136,Not mentioned
2137,Not mentioned
2138,Entire home/apt
2139,Private room
2140,Not mentioned
2141,Not mentioned
2143,Entire home/apt
2144,Not mentioned
2146,Entire home/apt
2147,Not mentioned
2149,Entire home/apt
2151,Entire home/apt
2152,Not mentioned
2153,Entire home/apt
2154,Private room
2155,Shared room
2156,Not mentioned
2157,Not mentioned
2158,Not mentioned
2159,Entire home/apt
2160,Entire home/apt
2162,Entire home/apt
2163,Entire home/apt
2164,Private room
2165,Not mentioned
2166,Not mentioned
2168,Entire home/apt
2169,Entire home/apt
2170,Private room
2172,Entire home/apt
2173,Entire home/apt
2174,Not mentioned
2176,Entire home/apt
2177,Not mentioned
2178,Not mentioned
2179,Entire home/apt
2180,Not mentioned
2182,Private room
2183,Not mentioned
2184,Entire home/apt
2186,Entire home/apt
2187,Entire home/apt
2188,Private room
2189,Shared room
2190,Entire home/apt
2191,Shared room
2192,Private room
2193,Shared room
2194,Shared room
2195,Private room
2196,Entire home/apt
2197,Not mentioned
2198,Not mentioned
2199,Not mentioned
2200,Not mentioned
2201,Not mentioned
2203,Entire home/apt
2204,Entire home/apt
2206,Private room
2207,Not mentioned
2208,Not mentioned
2209,Not mentioned
2210,Not mentioned
2211,Private room
2212,Not mentioned
2213,Not mentioned
2214,Entire home/apt
2216,Entire home/apt
2217,Not mentioned
2218,Private room
2219,Not mentioned
2220,Entire home/apt
2221,Entire home/apt
2222,Entire home/apt
2223,Private room
2224,Private room
2225,Entire home/apt
2226,Not mentioned
2228,Private room
2230,Entire home/apt
2232,Entire home/apt
2234,Private room
2235,Entire home/apt
2236,Entire home/apt
2237,Private room
2239,Private room
2240,Entire home/apt
2241,Entire home/apt
2243,Entire home/apt
2244,Not mentioned
2245,Not mentioned
2246,Not mentioned
2247,Not mentioned
2248,Entire home/apt
2249,Entire home/apt
2250,Not mentioned
2251,Not mentioned
2252,Not mentioned
2253,Not mentioned
2255,Entire home/apt
2256,Not mentioned
2257,Entire home/apt
2258,Entire home/apt
2259,Not mentioned
2260,Not mentioned
2261,Not mentioned
2262,Entire home/apt
2263,Not mentioned
2264,Not mentioned
2265,Not mentioned
2266,Entire home/apt
2267,Not mentioned
2268,Not mentioned
2269,Not mentioned
2271,Entire home/apt
2272,Entire home/apt
2273,Private room
2274,Not mentioned
2275,Not mentioned
2277,Entire home/apt
2278,Entire home/apt
2279,Entire home/apt
2280,Not mentioned
2281,Not mentioned
2282,Not mentioned
2283,Not mentioned
2284,Entire home/apt
2286,Entire home/apt
2287,Entire home/apt
2288,Entire home/apt
2289,Not mentioned
2291,Entire home/apt
2292,Entire home/apt
2293,Not mentioned
2295,Entire home/apt
2296,Not mentioned
2297,Not mentioned
2299,Entire home/apt
2300,Not mentioned
2301,Not mentioned
2302,Entire home/apt
2303,Not mentioned
2304,Not mentioned
2305,Not mentioned
2306,Not mentioned
2307,Not mentioned
2308,Not mentioned
2309,Entire home/apt
2310,Entire home/apt
2311,Private room
2312,Not mentioned
2313,Not mentioned
2314,Not mentioned
2315,Not mentioned
2316,Not mentioned
2317,Not mentioned
2319,Entire home/apt
2320,Not mentioned
2321,Not mentioned
2322,Not mentioned
2323,Not mentioned
2324,Not mentioned
2325,Private room
2326,Not mentioned
2327,Entire home/apt
2328,Entire home/apt
2329,Not mentioned
2330,Not mentioned
2331,Not mentioned
2332,Entire home/apt
2334,Private room
2335,Private room
2336,Entire home/apt
2337,Not mentioned
2338,Not mentioned
2340,Entire home/apt
2341,Not mentioned
2343,Private room
2345,Private room
2346,Entire home/apt
2348,Entire home/apt
2349,Entire home/apt
2350,Not mentioned
2352,Entire home/apt
2353,Not mentioned
2354,Not mentioned
2356,Entire home/apt
2357,Not mentioned
2358,Not mentioned
2360,Private room
2362,Private room
2364,Entire home/apt
2365,Entire home/apt
2366,Private room
2367,Not mentioned
2369,Private room
2370,Not mentioned
2371,Not mentioned
2373,Entire home/apt
2374,Not mentioned
2375,Not mentioned
2377,Entire home/apt
2378,Not mentioned
2379,Not mentioned
2380,Not mentioned
2381,Not mentioned
2383,Entire home/apt
2384,Not mentioned
2385,Not mentioned
2386,Not mentioned
2387,Not mentioned
2388,Not mentioned
2389,Not mentioned
2391,Private room
2392,Not mentioned
2394,Entire home/apt
2395,Not mentioned
2396,Not mentioned
2398,Private room
2399,Not mentioned
2400,Not mentioned
2401,Not mentioned
2402,Not mentioned
2403,Not mentioned
2404,Private room
2406,Private room
2407,Entire home/apt
2408,Entire home/apt
2409,Entire home/apt
2410,Not mentioned
2412,Entire home/apt
2413,Not mentioned
2414,Entire home/apt
2415,Not mentioned
2417,Entire home/apt
2419,Entire home/apt
2420,Entire home/apt
2421,Private room
2422,Private room
2423,Not mentioned
2424,Not mentioned
2425,Not mentioned
2426,Not mentioned
2427,Not mentioned
2429,Entire home/apt
2430,Not mentioned
2431,Not mentioned
2432,Not mentioned
2433,Not mentioned
2434,Not mentioned
2435,Entire home/apt
2437,Entire home/apt
2438,Entire home/apt
2439,Private room
2440,Private room
2441,Entire home/apt
2442,Not mentioned
2444,Entire home/apt
2445,Not mentioned
2446,Not mentioned
2447,Not mentioned
2449,Entire home/apt
2451,Entire home/apt
2452,Not mentioned
2453,Not mentioned
2455,Private room
2456,Entire home/apt
2458,Entire home/apt
2459,Not mentioned
2460,Not mentioned
2462,Entire home/apt
2464,Entire home/apt
2466,Entire home/apt
2467,Not mentioned
2468,Not mentioned
2469,Entire home/apt
2470,Private room
2471,Entire home/apt
2473,Private room
2475,Entire home/apt
2476,Private room
2477,Private room
2478,Not mentioned
2480,Private room
2481,Entire home/apt
2482,Not mentioned
2483,Not mentioned
2484,Not mentioned
2485,Not mentioned
2486,Not mentioned
2487,Not mentioned
2488,Entire home/apt
2490,Entire home/apt
2492,Private room
2493,Private room
2495,Entire home/apt
2496,Not mentioned
2497,Not mentioned
2498,Not mentioned
2499,Entire home/apt
2500,Not mentioned
2501,Not mentioned
2502,Not mentioned
2503,Entire home/apt
2504,Not mentioned
2505,Not mentioned
2506,Not mentioned
2507,Not mentioned
2508,Not mentioned
2509,Entire home/apt
2510,Not mentioned
2511,Not mentioned
2512,Not mentioned
2513,Not mentioned
2515,Entire home/apt
2516,Entire home/apt
2517,Entire home/apt
2518,Private room
2519,Private room
2520,Not mentioned
2522,Private room
2524,Entire home/apt
2525,Private room
2526,Not mentioned
2527,Not mentioned
2528,Not mentioned
2529,Entire home/apt
2530,Not mentioned
2532,Entire home/apt
2533,Private room
2534,Not mentioned
2535,Entire home/apt
2537,Entire home/apt
2539,Entire home/apt
2540,Not mentioned
2541,Not mentioned
2543,Entire home/apt
2544,Entire home/apt
2545,Not mentioned
2547,Entire home/apt
2548,Entire home/apt
2549,Not mentioned
2551,Entire home/apt
2552,Not mentioned
2553,Not mentioned
2554,Not mentioned
2555,Entire home/apt
2556,Private room
2558,Private room
2560,Private room
2561,Not mentioned
2562,Not mentioned
2563,Entire home/apt
2564,Private room
2565,Not mentioned
2566,Not mentioned
2567,Not mentioned
2568,Not mentioned
2570,Entire home/apt
2571,Not mentioned
2573,Private room
2574,Entire home/apt
2576,Entire home/apt
2577,Entire home/apt
2579,Entire home/apt
2581,Private room
2582,Not mentioned
2583,Not mentioned
2584,Not mentioned
2585,Not mentioned
2586,Not mentioned
2587,Not mentioned
2588,Not mentioned
2589,Not mentioned
2590,Not mentioned
2591,Not mentioned
2593,Entire home/apt
2594,Entire home/apt
2595,Private room
2597,Entire home/apt
2598,Entire home/apt
2599,Private room
2600,Not mentioned
2601,Not mentioned
2602,Not mentioned
2603,Private room
2604,Private room
2606,Private room
2607,Not mentioned
2608,Entire home/apt
2609,Not mentioned
2610,Not mentioned
2612,Entire home/apt
2613,Entire home/apt
2614,Private room
2615,Entire home/apt
2616,Entire home/apt
2617,Private room
2619,Entire home/apt
2620,Private room
2621,Not mentioned
2622,Not mentioned
2623,Not mentioned
2624,Not mentioned
2625,Not mentioned
2627,Entire home/apt
2628,Not mentioned
2629,Not mentioned
2631,Entire home/apt
2632,Not mentioned
2633,Not mentioned
2635,Private room
2637,Entire home/apt
2639,Entire home/apt
2640,Entire home/apt
2641,Private room
2642,Not mentioned
2643,Not mentioned
2644,Not mentioned
2645,Not mentioned
2646,Not mentioned
2648,Entire home/apt
2649,Not mentioned
2650,Not mentioned
2652,Entire home/apt
2653,Not mentioned
2655,Shared room
2656,Entire home/apt
2658,Entire home/apt
2659,Not mentioned
2660,Not mentioned
2662,Entire home/apt
2663,Entire home/apt
2664,Entire home/apt
2665,Not mentioned
2667,Entire home/apt
2668,Not mentioned
2669,Not mentioned
2671,Entire home/apt
2673,Entire home/apt
2674,Not mentioned
2675,Not mentioned
2676,Not mentioned
2678,Entire home/apt
2679,Not mentioned
2680,Entire home/apt
2681,Not mentioned
2682,Not mentioned
2683,Not mentioned
2685,Entire home/apt
2686,Not mentioned
2688,Entire home/apt
2689,Not mentioned
2691,Entire home/apt
2693,Entire home/apt
2694,Entire home/apt
2695,Not mentioned
2696,Not mentioned
2697,Not mentioned
2698,Not mentioned
2699,Not mentioned
2700,Not mentioned
2701,Not mentioned
2703,Entire home/apt
2704,Not mentioned
2706,Entire home/apt
2707,Entire home/apt
2708,Private room
2709,Private room
2710,Not mentioned
2712,Entire home/apt
2714,Entire home/apt
2715,Private room
2716,Entire home/apt
2717,Not mentioned
2718,Not mentioned
2719,Not mentioned
2720,Not mentioned
2721,Not mentioned
2722,Not mentioned
2724,Entire home/apt
2725,Entire home/apt
2726,Not mentioned
2727,Private room
2728,Entire home/apt
2729,Not mentioned
2730,Not mentioned
2731,Not mentioned
2732,Not mentioned
2733,Not mentioned
2734,Private room
2735,Private room
2736,Shared room
2737,Shared room
2738,Private room
2739,Not mentioned
2741,Entire home/apt
2742,Private room
2744,Private room
2746,Entire home/apt
2747,Entire home/apt
2748,Entire home/apt
2749,Not mentioned
2750,Entire home/apt
2751,Entire home/apt
2752,Not mentioned
2753,Not mentioned
2754,Not mentioned
2755,Not mentioned
2757,Entire home/apt
2758,Not mentioned
